Customer ID,Recency,Frequency,Monetary,Maximum,Minimum,Median,R,F,M,RFM_Segment_Concat,RFM_Score,RFM_Level
13832,58,54,561.4899999999999,62.4,0.21,4.25,2,3,2,232,7.0,Loyal
13833,40,16,316.56,51.0,6.959999999999999,16.8,3,1,2,312,6.0,Potential
13834,212,21,247.89,61.199999999999996,-22.0,15.0,1,2,1,121,4.0,Needs Attention
13835,155,18,210.25,27.0,-40.5,15.0,1,1,1,111,3.0,Require Activation
13836,35,33,602.52,38.25,-12.75,17.700000000000003,3,2,2,322,7.0,Loyal
13838,5,298,1274.3600000000035,21.0,0.42,2.95,4,4,3,443,11.0,Can't Loose Them
13839,122,7,139.95,35.7,15.0,17.85,2,1,1,211,4.0,Needs Attention
13840,52,40,651.4000000000003,35.8,7.800000000000001,15.149999999999999,3,2,2,322,7.0,Loyal
13842,2,152,2219.3400000000006,33.9,-15.3,15.0,4,4,4,444,12.0,Can't Loose Them
13843,17,18,319.75000000000006,30.599999999999998,6.6000000000000005,17.700000000000003,4,1,2,412,7.0,Loyal
13846,35,26,442.72999999999996,30.0,10.08,15.299999999999999,3,2,2,322,7.0,Loyal
13847,355,19,310.7199999999999,25.5,9.9,15.299999999999999,1,2,2,122,5.0,Promising
13848,2,6,2080.0,480.0,320.0,320.0,4,1,4,414,9.0,Can't Loose Them
13849,33,120,1905.8500000000001,40.5,-25.5,15.0,3,4,4,344,11.0,Can't Loose Them
13851,15,60,1865.3000000000004,177.60000000000002,-89.69999999999999,27.3,4,3,4,434,11.0,Can't Loose Them
13852,242,13,170.45000000000002,18.0,-11.9,17.700000000000003,1,1,1,111,3.0,Require Activation
13854,1,73,4133.1900000000005,238.79999999999998,-7.5,31.2,4,3,4,434,11.0,Can't Loose Them
13855,136,77,1253.9399999999998,94.64,-39.6,15.0,2,3,3,233,8.0,Champions
13856,99,45,695.48,93.60000000000001,-25.5,14.98,2,3,3,233,8.0,Champions
13857,29,129,997.1099999999999,40.8,-3.9,6.5,3,4,3,343,10.0,Can't Loose Them
13859,165,8,314.7,127.5,15.299999999999999,33.3,1,1,2,112,4.0,Needs Attention
13861,65,23,251.31,23.4,-17.0,12.5,2,2,1,221,5.0,Promising
13862,25,21,346.72999999999996,30.0,10.08,17.4,3,2,2,322,7.0,Loyal
13863,84,52,918.0699999999999,53.550000000000004,-12.75,17.700000000000003,2,3,3,233,8.0,Champions
13864,22,1,662.4000000000001,662.4000000000001,662.4000000000001,662.4000000000001,3,1,3,313,7.0,Loyal
13869,17,553,5006.619999999995,53.699999999999996,0.55,7.5,4,4,4,444,12.0,Can't Loose Them
13870,16,127,2938.5899999999997,225.0,-2.55,15.299999999999999,4,4,4,444,12.0,Can't Loose Them
13871,60,71,1415.1500000000003,51.0,-25.200000000000003,17.700000000000003,2,3,3,233,8.0,Champions
13872,149,61,891.3200000000002,30.0,-16.95,15.0,1,3,3,133,7.0,Loyal
13873,19,37,649.3200000000002,51.0,9.95,15.299999999999999,3,2,2,322,7.0,Loyal
13874,140,55,1448.75,81.6,-27.900000000000002,17.0,1,3,3,133,7.0,Loyal
13875,23,166,3027.5800000000017,295.0,4.5600000000000005,15.0,3,4,4,344,11.0,Can't Loose Them
13877,100,22,329.09000000000003,45.0,-1.7,14.975,2,2,2,222,6.0,Potential
13878,183,71,1191.5300000000002,102.0,1.25,13.44,1,3,3,133,7.0,Loyal
13879,281,25,395.5,25.5,10.08,15.0,1,2,2,122,5.0,Promising
13880,3,64,1171.89,45.0,5.04,16.3,4,3,3,433,10.0,Can't Loose Them
13881,11,287,27402.979999999992,612.0,-285.6,76.7,4,4,4,444,12.0,Can't Loose Them
13883,16,181,3803.9900000000016,122.39999999999999,-33.9,17.700000000000003,4,4,4,444,12.0,Can't Loose Them
13884,12,134,1071.0799999999997,34.8,-9.95,6.525,4,4,3,443,11.0,Can't Loose Them
13888,40,144,1563.4200000000005,61.199999999999996,0.85,8.375,3,4,3,343,10.0,Can't Loose Them
13889,18,75,1438.8300000000006,70.80000000000001,-27.0,20.4,3,3,3,333,9.0,Can't Loose Them
13890,10,69,997.8700000000002,50.400000000000006,-15.0,15.0,4,3,3,433,10.0,Can't Loose Them
13891,14,100,863.5600000000001,47.6,0.85,5.1,4,3,3,433,10.0,Can't Loose Them
13892,113,9,634.6800000000001,250.55999999999997,12.600000000000001,27.36,2,1,2,212,5.0,Promising
13895,142,69,1335.5000000000002,81.6,-79.95,17.85,1,3,3,133,7.0,Loyal
13896,261,21,388.55,76.5,10.0,15.0,1,2,2,122,5.0,Promising
13897,74,42,849.5600000000001,46.5,10.2,17.35,2,2,3,223,7.0,Loyal
13898,47,34,530.47,39.6,5.04,15.0,3,2,2,322,7.0,Loyal
13900,16,53,867.14,76.32000000000001,-2.5,15.299999999999999,4,3,3,433,10.0,Can't Loose Them
13901,10,169,2732.1400000000003,119.69999999999999,-17.0,15.299999999999999,4,4,4,444,12.0,Can't Loose Them
13902,268,67,30411.260000000006,3630.7999999999997,-3630.7999999999997,405.0,1,3,4,134,8.0,Champions
13903,36,10,165.45000000000002,19.8,14.850000000000001,15.600000000000001,3,1,1,311,5.0,Promising
13905,207,15,244.45000000000005,130.8,-32.7,13.5,1,1,1,111,3.0,Require Activation
13906,45,1,42.0,42.0,42.0,42.0,3,1,1,311,5.0,Promising
13907,327,4,136.8,40.8,25.200000000000003,35.4,1,1,1,111,3.0,Require Activation
13909,59,39,286.59999999999997,23.4,2.95,5.1,2,2,2,222,6.0,Potential
13910,79,1,-127.66,-127.66,-127.66,-127.66,2,1,1,211,4.0,Needs Attention
13911,15,94,1619.13,108.0,-19.9,15.0,4,3,3,433,10.0,Can't Loose Them
13912,59,7,124.94999999999999,22.5,13.5,17.85,2,1,1,211,4.0,Needs Attention
13913,142,3,42.22,15.95,12.75,13.52,1,1,1,111,3.0,Require Activation
13915,30,4,31.200000000000003,53.1,-19.8,-1.049999999999999,3,1,1,311,5.0,Promising
13916,99,75,1260.510000000001,125.0,-15.299999999999999,14.98,2,3,3,233,8.0,Champions
13919,60,49,975.8700000000002,58.5,8.5,17.700000000000003,2,3,3,233,8.0,Champions
13920,67,88,1734.8800000000006,90.0,-19.9,15.600000000000001,2,3,4,234,9.0,Can't Loose Them
13921,35,45,720.7500000000002,35.7,-9.95,15.9,3,3,3,333,9.0,Can't Loose Them
13922,53,26,652.4499999999998,94.5,-30.599999999999998,17.700000000000003,2,2,2,222,6.0,Potential
13927,49,23,340.97,25.200000000000003,-8.4,17.0,3,2,2,322,7.0,Loyal
13929,52,50,2515.2499999999995,477.59999999999997,-76.5,30.0,3,3,4,334,10.0,Can't Loose Them
13931,28,213,4019.849999999998,102.0,7.5,17.4,3,4,4,344,11.0,Can't Loose Them
13935,232,80,6116.920000000001,275.4,8.5,63.7,1,3,4,134,8.0,Champions
13936,18,33,563.0799999999999,30.599999999999998,5.04,17.4,3,2,2,322,7.0,Loyal
13937,32,46,708.5300000000003,23.4,-12.75,15.6,3,3,3,333,9.0,Can't Loose Them
13939,64,67,976.9100000000001,102.0,-11.25,14.850000000000001,2,3,3,233,8.0,Champions
13941,7,61,5933.74,612.0,-75.60000000000001,90.0,4,3,4,434,11.0,Can't Loose Them
13942,170,1,320.0,320.0,320.0,320.0,1,1,2,112,4.0,Needs Attention
13943,213,15,246.54000000000002,23.25,12.75,15.299999999999999,1,1,1,111,3.0,Require Activation
13944,289,35,200.43000000000004,11.8,2.52,5.85,1,2,1,121,4.0,Needs Attention
13945,30,51,854.1499999999999,70.80000000000001,5.04,15.6,3,3,3,333,9.0,Can't Loose Them
13946,12,46,1183.8600000000001,183.60000000000002,-130.8,5.925000000000001,4,3,3,433,10.0,Can't Loose Them
13948,47,22,434.85999999999996,47.400000000000006,-11.9,17.700000000000003,3,2,2,322,7.0,Loyal
13952,10,275,9544.800000000003,238.79999999999998,-12.75,26.400000000000002,4,4,4,444,12.0,Can't Loose Them
13953,45,5,3125.0,1000.0,500.0,500.0,3,1,4,314,8.0,Champions
13955,11,54,222.20999999999998,20.16,0.55,2.5,4,3,1,431,8.0,Champions
13957,53,27,458.2499999999999,23.25,10.2,17.0,2,2,2,222,6.0,Potential
13958,8,245,4504.779999999997,135.0,-30.599999999999998,15.8,4,4,4,444,12.0,Can't Loose Them
13959,35,71,477.9799999999999,30.599999999999998,0.58,5.1,3,3,2,332,8.0,Champions
13961,21,21,498.70000000000005,106.2,-38.25,15.0,3,2,2,322,7.0,Loyal
13962,71,12,193.25,30.0,7.5,17.35,2,1,1,211,4.0,Needs Attention
13963,3,141,2235.0800000000004,60.0,-39.9,15.0,4,4,4,444,12.0,Can't Loose Them
13964,23,25,421.90000000000003,47.2,-17.0,15.600000000000001,3,2,2,322,7.0,Loyal
13965,91,28,777.6600000000001,229.5,-175.2,15.0,2,2,3,223,7.0,Loyal
13966,71,22,390.86000000000007,60.48,6.6000000000000005,15.0,2,2,2,222,6.0,Potential
13967,32,4,85.6,35.7,15.0,17.45,3,1,1,311,5.0,Promising
13968,59,8,123.66,30.0,10.2,15.12,2,1,1,211,4.0,Needs Attention
13969,1,482,4226.079999999994,79.9,-79.9,7.5,4,4,4,444,12.0,Can't Loose Them
13970,22,13,846.55,255.2,17.0,34.0,3,1,3,313,7.0,Loyal
13971,53,107,1891.610000000001,40.8,-17.700000000000003,17.700000000000003,2,4,4,244,10.0,Can't Loose Them
13974,213,17,249.93,23.25,-9.95,17.0,1,1,1,111,3.0,Require Activation
13975,29,415,2824.0599999999963,50.400000000000006,-8.5,4.62,3,4,4,344,11.0,Can't Loose Them
13976,142,46,834.38,38.7,9.95,16.45,1,3,3,133,7.0,Loyal
13977,47,13,519.81,127.2,14.850000000000001,33.0,3,1,2,312,6.0,Potential
13979,29,358,2456.960000000003,27.0,-27.0,5.9,3,4,4,344,11.0,Can't Loose Them
13980,73,58,552.98,45.0,-16.95,7.8,2,3,2,232,7.0,Loyal
13981,36,23,327.38999999999993,31.2,-3.75,13.68,3,2,2,322,7.0,Loyal
13982,1,150,2557.679999999999,163.2,-2.95,12.5,4,4,4,444,12.0,Can't Loose Them
13983,2,247,4402.949999999997,204.0,-46.800000000000004,10.5,4,4,4,444,12.0,Can't Loose Them
13984,2,77,1128.0900000000001,93.6,0.42,10.5,4,3,3,433,10.0,Can't Loose Them
13985,10,132,2957.7799999999997,88.5,-2.95,19.5,4,4,4,444,12.0,Can't Loose Them
13987,15,46,682.5400000000001,30.0,6.8,15.0,4,3,3,433,10.0,Can't Loose Them
13988,19,61,609.8400000000001,39.599999999999994,0.85,8.5,3,3,2,332,8.0,Champions
13989,100,45,759.9799999999999,35.400000000000006,5.04,15.0,2,3,3,233,8.0,Champions
13992,16,6,142.7,46.8,13.200000000000001,17.95,4,1,1,411,6.0,Potential
13993,15,142,3280.7,76.5,-17.700000000000003,19.799999999999997,4,4,4,444,12.0,Can't Loose Them
13995,15,151,2452.7700000000004,53.1,-14.850000000000001,15.9,4,4,4,444,12.0,Can't Loose Them
13996,22,33,895.7600000000001,94.80000000000001,2.88,17.700000000000003,3,2,3,323,8.0,Champions
13997,155,46,382.31,25.5,2.5,6.105,1,3,2,132,6.0,Potential
13998,82,31,566.6999999999999,33.9,10.2,17.4,2,2,2,222,6.0,Potential
13999,10,263,5572.749999999999,122.04,-11.25,15.600000000000001,4,4,4,444,12.0,Can't Loose Them
14000,50,36,1243.8799999999997,166.8,-139.0,25.35,3,2,3,323,8.0,Champions
14001,9,73,2487.01,204.0,5.04,22.5,4,3,4,434,11.0,Can't Loose Them
14003,368,16,209.41,19.799999999999997,5.04,13.8,1,1,1,111,3.0,Require Activation
14004,29,70,1675.81,59.8,9.95,19.5,3,3,4,334,10.0,Can't Loose Them
14006,164,47,1234.4799999999998,152.64000000000001,6.6000000000000005,16.5,1,3,3,133,7.0,Loyal
14007,148,5,79.48,19.9,12.600000000000001,15.0,1,1,1,111,3.0,Require Activation
14008,11,33,493.73999999999995,30.0,-15.299999999999999,15.299999999999999,4,2,2,422,8.0,Champions
14009,98,32,404.3000000000001,19.5,7.5,13.559999999999999,2,2,2,222,6.0,Potential
14010,201,28,288.09999999999997,63.0,-63.0,9.2,1,2,2,122,5.0,Promising
14011,116,33,451.9199999999999,35.7,-5.9,10.5,2,2,2,222,6.0,Potential
14013,16,38,533.1999999999999,44.550000000000004,-29.700000000000003,15.9,4,2,2,422,8.0,Champions
14014,12,37,1443.03,175.2,5.04,19.5,4,2,3,423,9.0,Can't Loose Them
14016,32,288,7051.25,197.1,-10.95,16.5,3,4,4,344,11.0,Can't Loose Them
14017,207,14,229.75000000000003,25.200000000000003,12.600000000000001,15.45,1,1,1,111,3.0,Require Activation
14018,281,13,367.15,59.400000000000006,10.5,25.2,1,1,2,112,4.0,Needs Attention
14020,112,37,570.4599999999999,39.6,-12.75,17.4,2,2,2,222,6.0,Potential
14021,10,68,1084.6800000000003,40.8,5.04,15.0,4,3,3,433,10.0,Can't Loose Them
14022,122,19,352.15000000000003,25.200000000000003,10.2,17.700000000000003,2,2,2,222,6.0,Potential
14024,26,18,318.04,27.04,10.2,17.700000000000003,3,1,2,312,6.0,Potential
14025,100,102,3969.1000000000013,170.0,-58.8,30.9,2,3,4,234,9.0,Can't Loose Them
14026,106,50,713.11,22.95,6.6000000000000005,14.915000000000001,2,3,3,233,8.0,Champions
14028,134,13,3175.5,1203.5,-3610.5,1058.5,2,1,4,214,7.0,Loyal
14030,2,627,5785.499999999985,290.0,-60.0,6.0,4,4,4,444,12.0,Can't Loose Them
14031,1,547,23391.330000000016,306.0,-145.0,23.700000000000003,4,4,4,444,12.0,Can't Loose Them
14032,2,103,1856.2299999999993,59.4,-15.0,16.8,4,3,4,434,11.0,Can't Loose Them
14033,191,1,109.44,109.44,109.44,109.44,1,1,1,111,3.0,Require Activation
14035,42,88,1424.4499999999998,81.6,-2.55,10.14,3,3,3,333,9.0,Can't Loose Them
14037,114,87,608.75,114.75,-81.0,5.0,2,3,2,232,7.0,Loyal
14038,24,75,1446.4499999999996,78.0,-32.849999999999994,16.5,3,3,3,333,9.0,Can't Loose Them
14039,211,4,115.08000000000001,76.32000000000001,6.959999999999999,15.9,1,1,1,111,3.0,Require Activation
14040,22,567,8915.649999999994,102.0,-47.25,11.25,3,4,4,344,11.0,Can't Loose Them
14042,361,21,431.9799999999999,90.0,10.2,17.0,1,2,2,122,5.0,Promising
14043,127,43,301.2999999999999,35.8,-2.95,3.3,2,2,2,222,6.0,Potential
14044,54,643,2453.3299999999995,60.48,-16.95,2.55,2,4,4,244,10.0,Can't Loose Them
14045,9,37,8000.879999999999,1224.0,-850.0,198.0,4,2,4,424,10.0,Can't Loose Them
14047,1,137,2868.72,91.44,-47.7,17.0,4,4,4,444,12.0,Can't Loose Them
14048,18,56,338.75999999999993,39.95,0.85,4.25,3,3,2,332,8.0,Champions
14049,23,602,7424.879999999993,125.0,-81.0,7.5,3,4,4,344,11.0,Can't Loose Them
14051,2,129,6627.160000000002,175.2,-81.75,40.8,4,4,4,444,12.0,Can't Loose Them
14052,26,69,255.45,16.95,0.85,2.95,3,3,1,331,7.0,Loyal
14053,33,5,312.05,137.8,16.5,33.0,3,1,2,312,6.0,Potential
14055,213,23,795.32,63.75,10.2,29.5,1,2,3,123,6.0,Potential
14057,17,170,2190.8800000000006,105.6,0.85,9.899999999999999,4,4,4,444,12.0,Can't Loose Them
14058,98,24,469.18999999999994,46.8,7.800000000000001,17.700000000000003,2,2,2,222,6.0,Potential
14060,2,69,3367.7599999999998,302.40000000000003,-10.9,35.7,4,3,4,434,11.0,Can't Loose Them
14061,143,19,917.43,364.0,7.8,27.0,1,2,3,123,6.0,Potential
14062,10,237,14969.980000000009,550.8,-76.32000000000001,39.599999999999994,4,4,4,444,12.0,Can't Loose Them
14063,66,44,-3767.200000000001,10468.8,-10468.8,193.14,2,2,1,221,5.0,Promising
14064,66,170,1851.4300000000014,155.51999999999998,-30.0,7.529999999999999,2,4,4,244,10.0,Can't Loose Them
14065,25,50,889.3700000000001,51.0,-1.65,15.9,3,3,3,333,9.0,Can't Loose Them
14068,232,88,1239.1200000000001,39.599999999999994,-23.4,14.98,1,3,3,133,7.0,Loyal
14069,150,42,230.06000000000006,21.5,0.85,4.25,1,2,1,121,4.0,Needs Attention
14070,320,42,326.54999999999995,29.95,1.25,6.275,1,2,2,122,5.0,Promising
14072,302,19,390.8500000000001,51.0,6.6,17.85,1,2,2,122,5.0,Promising
14074,259,6,219.4,60.0,20.0,34.0,1,1,1,111,3.0,Require Activation
14075,39,38,792.6100000000001,79.6,5.04,13.200000000000001,3,2,3,323,8.0,Champions
14077,31,14,115.66000000000001,13.950000000000001,0.95,8.5,3,1,1,311,5.0,Promising
14078,9,98,643.2600000000001,79.5,0.42,2.95,4,3,2,432,9.0,Can't Loose Them
14079,318,1,243.63,243.63,243.63,243.63,1,1,1,111,3.0,Require Activation
14080,49,80,1030.1299999999997,79.9,-39.95,8.675,3,3,3,333,9.0,Can't Loose Them
14081,5,795,4345.379999999985,39.75,-32.45,4.2,4,4,4,444,12.0,Can't Loose Them
14082,28,36,231.11000000000004,23.85,0.42,5.05,3,2,1,321,6.0,Potential
14083,7,74,388.8299999999998,39.75,0.42,3.75,4,3,2,432,9.0,Can't Loose Them
14084,148,7,150.5,31.200000000000003,12.8,18.9,1,1,1,111,3.0,Require Activation
14085,4,618,5656.429999999996,51.0,0.55,7.5,4,4,4,444,12.0,Can't Loose Them
14086,98,1,39.95,39.95,39.95,39.95,2,1,1,211,4.0,Needs Attention
14087,40,153,621.7999999999997,33.9,-30.0,2.1,3,4,2,342,9.0,Can't Loose Them
14088,23,96,11984.529999999997,559.2,-1269.51,123.075,3,3,4,334,10.0,Can't Loose Them
14091,290,13,9530.080000000002,1485.0,228.96,618.8000000000001,1,1,4,114,6.0,Potential
14092,8,160,3146.6399999999994,87.6,-5.9,16.5,4,4,4,444,12.0,Can't Loose Them
14094,75,48,334.27,52.5,-0.95,3.75,2,3,2,232,7.0,Loyal
14095,358,1,2.95,2.95,2.95,2.95,1,1,1,111,3.0,Require Activation
14097,117,40,422.8599999999999,35.7,0.29,9.299999999999999,2,2,2,222,6.0,Potential
14099,11,278,2607.54,81.36,-27.0,7.5,4,4,4,444,12.0,Can't Loose Them
14101,24,56,3965.3399999999997,325.44,-19.799999999999997,60.92,3,3,4,334,10.0,Can't Loose Them
14103,301,1,0.0,0.0,0.0,0.0,1,1,1,111,3.0,Require Activation
14104,25,122,555.3699999999997,40.8,0.42,2.975,3,4,2,342,9.0,Can't Loose Them
14105,30,217,4443.649999999999,81.12,-67.5,17.4,3,4,4,344,11.0,Can't Loose Them
14106,373,1,214.79999999999998,214.79999999999998,214.79999999999998,214.79999999999998,1,1,1,111,3.0,Require Activation
14107,73,115,2165.2200000000003,45.0,-5.9,17.700000000000003,2,4,4,244,10.0,Can't Loose Them
14108,367,20,447.05000000000007,66.60000000000001,0.0,18.75,1,2,2,122,5.0,Promising
14110,71,246,7287.949999999996,142.8,-14.85,17.700000000000003,2,4,4,244,10.0,Can't Loose Them
14112,87,185,2750.3399999999997,58.5,-30.599999999999998,15.299999999999999,2,4,4,244,10.0,Can't Loose Them
14113,11,105,4778.830000000001,510.0,-137.16,23.8,4,4,4,444,12.0,Can't Loose Them
14114,31,59,977.5600000000002,43.0,5.04,15.8,3,3,3,333,9.0,Can't Loose Them
14115,137,22,622.67,100.80000000000001,6.8,23.4,2,2,2,222,6.0,Potential
14118,64,15,458.45,59.699999999999996,14.850000000000001,22.5,2,1,2,212,5.0,Promising
14119,11,11,183.37,36.480000000000004,5.04,15.0,4,1,1,411,6.0,Potential
14120,66,1,-23.8,-23.8,-23.8,-23.8,2,1,1,211,4.0,Needs Attention
14122,30,16,309.7699999999999,89.69999999999999,-25.200000000000003,15.45,3,1,2,312,6.0,Potential
14123,369,24,436.17999999999995,35.7,10.2,16.5,1,2,2,122,5.0,Promising
14126,80,28,466.32999999999987,30.0,6.959999999999999,16.35,2,2,2,222,6.0,Potential
14127,16,73,1190.3700000000006,39.95,6.72,15.8,4,3,3,433,10.0,Can't Loose Them
14128,179,20,271.85999999999996,30.0,-14.850000000000001,15.0,1,2,1,121,4.0,Needs Attention
14129,35,57,1467.48,81.36,11.7,19.799999999999997,3,3,3,333,9.0,Can't Loose Them
14130,11,157,1398.8099999999997,81.6,0.85,5.0,4,4,3,443,11.0,Can't Loose Them
14131,284,52,187.86999999999995,10.5,0.65,2.55,1,3,1,131,5.0,Promising
14133,369,8,305.5,59.699999999999996,15.9,40.225,1,1,2,112,4.0,Needs Attention
14134,18,180,11123.349999999997,254.4,9.9,46.8,3,4,4,344,11.0,Can't Loose Them
14135,3,123,4914.739999999997,590.0,-38.87,17.700000000000003,4,4,4,444,12.0,Can't Loose Them
14136,36,108,1553.9600000000003,39.6,-10.95,15.0,3,4,3,343,10.0,Can't Loose Them
14137,317,14,294.1,93.60000000000001,-17.0,20.099999999999998,1,1,2,112,4.0,Needs Attention
14139,126,43,670.98,30.0,5.04,15.0,2,2,3,223,7.0,Loyal
14142,9,48,655.94,25.200000000000003,-4.95,15.0,4,3,2,432,9.0,Can't Loose Them
14144,122,1,30.599999999999998,30.599999999999998,30.599999999999998,30.599999999999998,2,1,1,211,4.0,Needs Attention
14145,95,14,3857.85,594.0,12.75,267.3,2,1,4,214,7.0,Loyal
14146,19,246,5259.299999999998,232.0,5.04,15.700000000000001,3,4,4,344,11.0,Can't Loose Them
14147,24,27,1550.9,540.0,-540.0,39.0,3,2,3,323,8.0,Champions
14148,50,14,309.09000000000003,127.5,5.04,14.925,3,1,2,312,6.0,Potential
14151,309,45,666.7000000000002,23.4,-12.75,15.0,1,3,3,133,7.0,Loyal
14152,23,85,1364.35,75.0,-11.7,15.6,3,3,3,333,9.0,Can't Loose Them
14153,119,17,233.39999999999992,17.4,10.2,13.200000000000001,2,1,1,211,4.0,Needs Attention
14154,17,242,4917.979999999996,175.2,-175.2,15.0,4,4,4,444,12.0,Can't Loose Them
14156,7,2710,183180.5500000004,2736.16,-2736.16,17.700000000000003,4,4,4,444,12.0,Can't Loose Them
14157,25,41,569.9,35.400000000000006,1.7,10.2,3,2,2,322,7.0,Loyal
14159,15,673,2893.579999999999,304.5,-304.5,2.95,4,4,4,444,12.0,Can't Loose Them
14160,246,107,8421.470000000001,279.0,5.04,61.199999999999996,1,4,4,144,9.0,Can't Loose Them
14161,5,202,2208.36,61.199999999999996,0.42,7.65,4,4,4,444,12.0,Can't Loose Them
14163,98,6,148.70999999999998,81.36,1.1,6.375,2,1,1,211,4.0,Needs Attention
14166,141,53,256.85,14.850000000000001,0.95,3.75,1,3,1,131,5.0,Promising
14167,100,69,721.65,38.25,1.25,8.5,2,3,3,233,8.0,Champions
14168,56,17,305.9,102.0,-39.8,17.85,2,1,2,212,5.0,Promising
14169,66,67,624.4300000000002,35.400000000000006,0.42,7.5,2,3,2,232,7.0,Loyal
14170,11,165,597.3299999999999,37.9,0.42,2.5,4,4,2,442,10.0,Can't Loose Them
14171,366,6,135.0,101.7,2.95,6.275,1,1,1,111,3.0,Require Activation
14172,241,55,389.9699999999999,35.400000000000006,-12.75,4.95,1,3,2,132,6.0,Potential
14173,277,5,116.11,81.6,-19.049999999999997,14.98,1,1,1,111,3.0,Require Activation
14175,16,205,4242.379999999999,102.0,-59.699999999999996,19.799999999999997,4,4,4,444,12.0,Can't Loose Them
14176,3,15,339.10999999999996,81.36,9.899999999999999,17.700000000000003,4,1,2,412,7.0,Loyal
14177,17,168,1669.9300000000012,65.69999999999999,0.84,5.1,4,4,4,444,12.0,Can't Loose Them
14180,8,64,1469.9800000000007,171.8,-49.9,17.0,4,3,3,433,10.0,Can't Loose Them
14181,46,54,310.55000000000007,31.6,0.55,3.3499999999999996,3,3,2,332,8.0,Champions
14182,79,52,660.0700000000002,102.0,-12.75,13.125,2,3,3,233,8.0,Champions
14183,47,35,286.2899999999999,22.47,0.95,7.49,3,2,2,322,7.0,Loyal
14186,63,104,1550.630000000001,39.599999999999994,2.88,15.0,2,4,3,243,9.0,Can't Loose Them
14187,109,8,123.5,19.799999999999997,10.2,15.45,2,1,1,211,4.0,Needs Attention
14189,4,51,1160.3099999999997,87.8,6.6000000000000005,17.0,4,3,3,433,10.0,Can't Loose Them
14190,302,1,79.9,79.9,79.9,79.9,1,1,1,111,3.0,Require Activation
14191,30,8,53.4,39.0,-55.65,19.5,3,1,1,311,5.0,Promising
14192,24,14,293.74,45.9,10.2,20.4,3,1,2,312,6.0,Potential
14193,32,22,356.80000000000007,23.25,9.0,15.7,3,2,2,322,7.0,Loyal
14194,28,382,7226.119999999999,88.80000000000001,-39.0,16.5,3,4,4,344,11.0,Can't Loose Them
14195,71,14,1418.5400000000002,333.2,-62.9,145.0,2,1,3,213,6.0,Potential
14197,46,20,390.05,30.0,11.7,17.700000000000003,3,2,2,322,7.0,Loyal
14198,36,53,864.0799999999997,40.8,-4.25,15.0,3,3,3,333,9.0,Can't Loose Them
14199,36,18,731.1,175.2,-91.80000000000001,50.39999999999999,3,1,3,313,7.0,Loyal
14200,253,21,379.20000000000005,26.0,12.600000000000001,17.700000000000003,1,2,2,122,5.0,Promising
14201,45,18,446.09999999999997,102.0,8.5,19.85,3,1,2,312,6.0,Potential
14202,17,29,847.76,95.8,8.7,17.85,4,2,3,423,9.0,Can't Loose Them
14203,33,16,339.34,87.6,2.95,14.8,3,1,2,312,6.0,Potential
14204,58,188,901.9300000000004,102.0,0.42,3.3,2,4,3,243,9.0,Can't Loose Them
14205,1,115,1689.6000000000017,175.2,-29.849999999999998,15.299999999999999,4,4,4,444,12.0,Can't Loose Them
14206,16,52,836.9500000000002,51.0,-19.9,15.0,4,3,3,433,10.0,Can't Loose Them
14207,323,2,157.8,102.0,55.800000000000004,78.9,1,1,1,111,3.0,Require Activation
14208,187,25,415.30999999999995,30.0,9.95,15.0,1,2,2,122,5.0,Promising
14209,21,149,2870.2399999999993,89.5,-29.849999999999998,17.700000000000003,3,4,4,344,11.0,Can't Loose Them
14210,7,233,3913.4299999999967,47.7,-9.95,15.299999999999999,4,4,4,444,12.0,Can't Loose Them
14211,47,135,2093.39,81.6,-21.9,15.0,3,4,4,344,11.0,Can't Loose Them
14212,81,12,1119.6599999999999,139.2,68.0,92.5,2,1,3,213,6.0,Potential
14213,7,10,-1.4210854715202004e-14,367.20000000000005,-367.20000000000005,0.0,4,1,1,411,6.0,Potential
14215,4,84,1626.61,79.9,5.04,15.299999999999999,4,3,3,433,10.0,Can't Loose Them
14216,45,20,303.09,29.849999999999998,-5.1,15.9,3,2,2,322,7.0,Loyal
14217,1,85,1281.5100000000004,130.8,-89.69999999999999,14.98,4,3,3,433,10.0,Can't Loose Them
14219,45,36,543.8900000000001,30.0,5.04,15.0,3,2,2,322,7.0,Loyal
14220,203,17,882.6000000000001,262.79999999999995,15.0,29.700000000000003,1,1,3,113,5.0,Promising
14221,85,155,3078.7399999999975,83.4,-5.95,17.700000000000003,2,4,4,244,10.0,Can't Loose Them
14224,26,120,847.7800000000002,125.0,0.65,4.05,3,4,3,343,10.0,Can't Loose Them
14225,70,91,2015.1200000000003,81.6,-8.5,19.799999999999997,2,3,4,234,9.0,Can't Loose Them
14226,71,32,766.1399999999998,76.5,-4.2,16.65,2,2,3,223,7.0,Loyal
14227,50,205,3011.6,59.400000000000006,-2.95,15.0,3,4,4,344,11.0,Can't Loose Them
14228,73,38,745.5,81.0,8.5,15.6,2,2,3,223,7.0,Loyal
14229,39,35,1018.3900000000001,127.5,-12.75,19.799999999999997,3,2,3,323,8.0,Champions
14230,71,33,979.8000000000002,76.5,6.6000000000000005,20.4,2,2,3,223,7.0,Loyal
14231,86,19,309.90999999999997,22.5,10.2,17.4,2,2,2,222,6.0,Potential
